"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"21/05/2025","10:21:58","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-7,17","0,00","-7,17",,"","-7,17","7CR41811YD6412949",""
"21/05/2025","10:21:58","PDT","","General Card Deposit","Completed","EUR","7,17","0,00","7,17",,"","0,00","28E97366P1719000S",""
"22/05/2025","05:13:38","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-24,40","0,00","-24,40",,"","-24,40","8C5040942K458303H",""
"22/05/2025","05:13:38","PDT","","General Card Deposit","Completed","EUR","24,40","0,00","24,40",,"","0,00","3P119952B1782500N",""
"23/05/2025","00:12:25","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-17,99","0,00","-17,99",,"","-17,99","6PH279530M648892D",""
"23/05/2025","00:12:25","PDT","","General Card Deposit","Completed","EUR","17,99","0,00","17,99",,"","0,00","7T949256C96660401",""
"23/05/2025","12:13:22","PDT","GitHub, Inc.","PreApproved Payment Bill User Payment","Completed","USD","-4,52","0,00","-4,52",,"","-4,52","5S993421K90798049",""
"23/05/2025","12:13:22","PDT","","General Card Deposit","Completed","USD","4,52","0,00","4,52",,"","0,00","7T902440MG328003N",""
"24/05/2025","04:56:59","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-18,22","0,00","-18,22",,"","-18,22","93H92206428050938",""
"24/05/2025","04:56:59","PDT","","General Card Deposit","Completed","EUR","18,22","0,00","18,22",,"","0,00","5BE96472UL0751226",""
"24/05/2025","09:13:12","PDT","GitHub, Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12,16","0,00","-12,16",,"","-12,16","76853500MG344405L",""
"24/05/2025","09:13:12","PDT","","General Card Deposit","Completed","USD","12,16","0,00","12,16",,"","0,00","94Y41949YV742433D",""
"26/05/2025","18:13:43","PDT","Netflix.com","PreApproved Payment Bill User Payment","Completed","EUR","-12,99","0,00","-12,99",,"","-12,99","5XF12365FW7544624",""
"26/05/2025","18:13:43","PDT","","General Card Deposit","Completed","EUR","12,99","0,00","12,99",,"","0,00","4BG38941WV397794L",""
"28/05/2025","21:52:28","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","5X937409PC465210K",""
"28/05/2025","21:52:28","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","81E18823AF488600S",""
"29/05/2025","05:00:28","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-35,56","0,00","-35,56",,"","-35,56","7E1323699H574572N",""
"29/05/2025","05:00:28","PDT","","General Card Deposit","Completed","EUR","35,56","0,00","35,56",,"","0,00","9AX15988MY199553B",""
"29/05/2025","18:55:32","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","18700410TJ175290H",""
"29/05/2025","18:55:32","PDT","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","2BG64815GD076920B",""
"02/06/2025","04:16:10","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","4PX990403U0707103",""
"02/06/2025","04:16:10","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","2Y8735763M606532L",""
"04/06/2025","04:58:27","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-18,22","0,00","-18,22",,"","-18,22","3G395930VL622414G",""
"04/06/2025","04:58:27","PDT","","General Card Deposit","Completed","EUR","18,22","0,00","18,22",,"","0,00","1M6246154G1715056",""
"04/06/2025","05:42:08","PDT","Hospital da Luz","Express Checkout Payment","Completed","EUR","-16,00","0,00","-16,00",,"","-16,00","8C44456641107500S",""
"04/06/2025","05:42:08","PDT","","General Card Deposit","Completed","EUR","16,00","0,00","16,00",,"","0,00","6M130912VP8381139",""
"05/06/2025","04:24:23","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-31,66","0,00","-31,66",,"","-31,66","1S84620653708114H",""
"05/06/2025","04:24:23","PDT","","General Card Deposit","Completed","EUR","31,66","0,00","31,66",,"","0,00","0C982306VK2120746",""
"05/06/2025","05:05:38","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-7,52","0,00","-7,52",,"","-7,52","78V16217FW327425G",""
"05/06/2025","05:05:38","PDT","","General Card Deposit","Completed","EUR","7,52","0,00","7,52",,"","0,00","7W959293GP7435148",""
"05/06/2025","08:00:53","PDT","Hospital da Luz","Express Checkout Payment","Completed","EUR","-16,00","0,00","-16,00",,"","-16,00","82391350GL850870U",""
"05/06/2025","08:00:53","PDT","","General Card Deposit","Completed","EUR","16,00","0,00","16,00",,"","0,00","7WU17370KT296081X",""
"06/06/2025","11:02:57","PDT","GitHub, Inc.","PreApproved Payment Bill User Payment","Completed","USD","-39,00","0,00","-39,00",,"","-39,00","0KT388879D339710X",""
"06/06/2025","11:02:57","PDT","","General Card Deposit","Completed","USD","39,00","0,00","39,00",,"","0,00","12322864XV096921D",""
"06/06/2025","12:23:25","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-11,97","0,00","-11,97",,"","-11,97","074912335K2676741",""
"06/06/2025","12:23:25","PDT","","General Card Deposit","Completed","EUR","11,97","0,00","11,97",,"","0,00","8XT68529UJ6196236",""
"08/06/2025","07:29:32","PDT","Heathrow Express Operating Company Limited","Express Checkout Payment","Completed","GBP","-40,00","0,00","-40,00",,"","-40,00","13A38173216373503",""
"08/06/2025","07:29:32","PDT","","General Card Deposit","Completed","GBP","40,00","0,00","40,00",,"","0,00","73H272620C782145P",""
"13/06/2025","04:57:33","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-21,09","0,00","-21,09",,"","-21,09","40H41968HT2210113",""
"13/06/2025","04:57:33","PDT","","General Card Deposit","Completed","EUR","21,09","0,00","21,09",,"","0,00","71247969XD199634G",""
"15/06/2025","04:22:23","PDT","Lenovo (Spain) S.L., Sociedad Unipersonal, Sucursal em Portugal","Express Checkout Payment","Completed","EUR","-44,81","0,00","-44,81",,"","-44,81","84U94416990100724",""
"15/06/2025","04:22:23","PDT","","General Card Deposit","Completed","EUR","44,81","0,00","44,81",,"","0,00","2E1235330A724933P",""
"15/06/2025","09:12:47","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-7,99","0,00","-7,99",,"","-7,99","9XK87434LT381635X",""
"15/06/2025","09:12:47","PDT","","General Card Deposit","Completed","EUR","7,99","0,00","7,99",,"","0,00","33F52312NK111133Y",""
"18/06/2025","03:54:05","PDT","Hospital da Luz Oeiras","Express Checkout Payment","Completed","EUR","-21,00","0,00","-21,00",,"","-21,00","15G770641J2117150",""
"18/06/2025","03:54:05","PDT","","General Card Deposit","Completed","EUR","21,00","0,00","21,00",,"","0,00","3X21983300761283S",""
"18/06/2025","05:08:08","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-46,14","0,00","-46,14",,"","-46,14","6J802628NY529864J",""
"18/06/2025","05:08:08","PDT","","General Card Deposit","Completed","EUR","46,14","0,00","46,14",,"","0,00","8095406610813781P",""
"18/06/2025","06:05:02","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-146,97","0,00","-146,97",,"","-146,97","3E649920US4720937",""
"18/06/2025","06:05:02","PDT","","General Card Deposit","Completed","EUR","146,97","0,00","146,97",,"","0,00","5927658063533001W",""
"20/06/2025","05:10:07","PDT","Uber BV","PreApproved Payment Bill User Payment","Completed","EUR","-4,99","0,00","-4,99",,"","-4,99","82818168W2029741F",""
"20/06/2025","05:10:07","PDT","","General Card Deposit","Completed","EUR","4,99","0,00","4,99",,"","0,00","9TJ67654YH6580035",""
"23/06/2025","00:12:25","PDT","Google","PreApproved Payment Bill User Payment","Completed","EUR","-17,99","0,00","-17,99",,"","-17,99","24P93624EX070471A",""
"23/06/2025","00:12:25","PDT","","General Card Deposit","Completed","EUR","17,99","0,00","17,99",,"","0,00","7KU29988G4063302H",""
"23/06/2025","06:29:08","PDT","TuneCore","PreApproved Payment Bill User Payment","Completed","USD","-25,93","0,00","-25,93",,"","-25,93","6DJ88055EJ307492X",""
"23/06/2025","06:29:08","PDT","","General Card Deposit","Completed","USD","25,93","0,00","25,93",,"","0,00","2P758313KR7849816",""
"25/06/2025","09:17:18","PDT","IKEA Portugal Móveis e Decoração, Lda","Express Checkout Payment","Completed","EUR","-89,00","0,00","-89,00",,"","-89,00","6LN5956344016312U",""
"25/06/2025","09:17:18","PDT","","General Card Deposit","Completed","EUR","89,00","0,00","89,00",,"","0,00","8TT01335S4291484M",""
"26/06/2025","19:15:50","PDT","Netflix.com","PreApproved Payment Bill User Payment","Completed","EUR","-12,99","0,00","-12,99",,"","-12,99","3MS68829EA3084513",""
"26/06/2025","19:15:50","PDT","","General Card Deposit","Completed","EUR","12,99","0,00","12,99",,"","0,00","5RX41417N32770458",""
"27/06/2025","04:55:18","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-21,09","0,00","-21,09",,"","-21,09","25365103TF3878241",""
"27/06/2025","04:55:18","PDT","","General Card Deposit","Completed","EUR","21,09","0,00","21,09",,"","0,00","2HS87645DP026363B",""
"28/06/2025","02:55:00","PDT","IKEA Portugal Móveis e Decoração, Lda","Payment Refund","Completed","EUR","39,00","0,00","39,00",,"","39,00","44950129WT8800038",""
"28/06/2025","02:55:00","PDT","","General Card Withdrawal","Completed","EUR","-39,00","0,00","-39,00",,"","0,00","47F542418D281120F",""
"28/06/2025","06:40:02","PDT","Uber Payments BV","PreApproved Payment Bill User Payment","Completed","EUR","-40,26","0,00","-40,26",,"","-40,26","3TM29443TG888463J",""
"28/06/2025","06:40:02","PDT","","General Card Deposit","Completed","EUR","40,26","0,00","40,26",,"","0,00","5K936256WC262632R",""
"28/06/2025","21:52:08","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-5,49","0,00","-5,49",,"","-5,49","7AN75958TL7065038",""
"28/06/2025","21:52:08","PDT","","General Card Deposit","Completed","EUR","5,49","0,00","5,49",,"","0,00","46501056RN539971K",""
"29/06/2025","18:56:17","PDT","Apple Services","PreApproved Payment Bill User Payment","Completed","EUR","-21,95","0,00","-21,95",,"","-21,95","5KU29586R66815715",""
"29/06/2025","18:56:17","PDT","","General Card Deposit","Completed","EUR","21,95","0,00","21,95",,"","0,00","57156180A7599302J",""
"02/07/2025","04:16:00","PDT","Sony Interactive Entertainment Network Europe Limited","PreApproved Payment Bill User Payment","Completed","EUR","-8,99","0,00","-8,99",,"","-8,99","07329865A2626651W",""
"02/07/2025","04:16:00","PDT","","General Card Deposit","Completed","EUR","8,99","0,00","8,99",,"","0,00","2J061614A6864981G",""
